Ex.,Name,Ticker,QMV($),HQ Region,HQ Location,Sector,Sub Sector
TSX,Big 8 Split Inc.,BIG.D,27669016.91,Canada,ON,Closed-End Funds,
TSX,Big Rock Brewery Inc.,BR,54456698.4,Canada,AB,,Consumer Staples
TSX,BioAmber Inc.,BIOA,93425915.52,Canada,QC,Clean Technology,Low Impact Material and Products
TSXV,biOasis Technologies Inc.,BTI,32929313.28,Canada,BC,Life Sciences,Biotechnology
TSXV,BioNeutra Global Corporation,BGA,16078827.5,Canada,AB,Life Sciences,Biotechnology
TSXV,Biorem Inc.,BRM,15842218.78,Canada,ON,Clean Technology,Waste Reduction and Water Management
TSXV,BioSyent Inc.,RX,124207108.74,Canada,ON,Life Sciences,Pharmaceuticals
TSX,BIOX Corporation,BX,56517163.68,Canada,ON,Clean Technology,Renewable Energy Production and Distribution
TSX,Birchcliff Energy Ltd.,BIR,1720441461.3,Canada,AB,Oil & Gas,
TSX,Bird Construction Inc.,BDT,360117744.91,Canada,ON,,
TSXV,Bison Gold Resources Inc.,BGE,2896729.5,Canada,ON,Mining,
TSXV,Bitterroot Resources Ltd.,BTT,4700796.48,Canada,BC,Mining,
TSX,Black Diamond Group Limited,BDI,146946898.7,Canada,AB,,
TSXV,Black Dragon Gold Corp.,BDG,12070091.55,Canada,BC,Mining,
TSX,Black Iron Inc.,BKI,12779241.52,Canada,ON,Mining,
TSXV,Black Isle Resources Corporation,BIT,809091.25,Canada,BC,Mining,
TSXV,Black Lion Capital Corp.,BLC.P,1527750,Canada,BC,CPC,
TSXV,Black Mammoth Metals Corporation,BMM,1189757.2,Canada,BC,Mining,
TSXV,Black Sea Copper & Gold Corp.,BLS,8353592.25,Canada,BC,Mining,
TSX,BlackBerry Limited,BB,6827122794.26,Canada,ON,Technology,Communication Technology
TSXV,Blackbird Energy Inc.,BBI,264627535.335,Canada,AB,Oil & Gas,
TSXV,Blackhawk Resource Corp.,BLR,2677764.31,Canada,AB,Oil & Gas,
TSXV,Blackheath Resources Inc.,BHR,2132389.125,Canada,BC,Mining,
TSXV,Blackline Safety Corp.,BLN,137331862.8,Canada,AB,Technology,Hardware & Equipment
TSX,BlackPearl Resources Inc.,PXX,332888392.98,Canada,AB,Oil & Gas,
TSXV,Blackrock Gold Corp.,BRC,1458763.67,Canada,BC,Mining,
TSXV,Blacksteel Energy Inc.,BEY,4513556.375,Canada,AB,Oil & Gas,
TSXV,Blind Creek Resources Ltd.,BCK,4305410,Canada,BC,Mining,
TSX,Bloom Select Income Fund,BLB.UN,24080212.78,Canada,ON,Closed-End Funds,
TSX,Bloom U.S. Income & Growth Fund,BUA.UN,13866387.52,Canada,ON,Closed-End Funds,
TSXV,Blue Moon Zinc Corp.,MOON,3710028.28,Canada,BC,Mining,
TSX,Blue Ribbon Income Fund,RBN.UN,178508655.65,Canada,ON,Closed-End Funds,
TSXV,Blue River Resources Ltd.,BXR,4205061.09,Canada,BC,Mining,
TSXV,Blue Sky Energy Inc.,BSI,19457525.43,Canada,ON,Oil & Gas,
TSXV,Blue Sky Uranium Corp.,BSK,9966427.8,Canada,BC,Mining,
TSXV,Bluedrop Performance Learning Inc.,BPLI,18156739.68,Canada,NL,Technology,Internet Software & Services
TSXV,BlueOcean NutraSciences Inc.,BOC,2542677.04,Canada,ON,Life Sciences,Pharmaceuticals
TSXV,BlueRush Media Group Corp.,BTV,1466685,Canada,ON,Comm & Media,
TSXV,Bluestone Resources Inc.,BSR,95708340,Canada,BC,Mining,
TSXV,BluMetric Environmental Inc.,BLM,6421629.44,Canada,ON,Clean Technology,Waste Reduction and Water Management
TSXV,BLVD Centers Corporation,CXV,27914068.08,USA,USA,Life Sciences,Healthcare Facilities and Equipment
TSX,BMO Aggregate Bond Index ETF,ZAG,2770263728.61,Canada,ON,ETP,
TSX,BMO Canadian Dividend ETF,ZDV,885797500,Canada,ON,ETP,
TSX,BMO Canadian High Dividend Covered Call ETF,ZWC,202055900,Canada,ON,ETP,
TSX,BMO China Equity Index ETF,ZCH,67996463.75,Canada,ON,ETP,
TSX,BMO Covered Call Canadian Banks ETF,ZWB,1485351000,Canada,ON,ETP,
TSX,BMO Covered Call Dow Jones Industrial Average Hedged to CAD ETF,ZWA,262140180,Canada,ON,ETP,
TSX,BMO Covered Call Utilities ETF,ZWU,593233770,Canada,ON,ETP,
TSX,BMO Discount Bond Index ETF,ZDB,496905325,Canada,ON,ETP,
TSX,BMO Dow Jones Industrial Average Hedged to CAD Index ETF,ZDJ,137447731.32,Canada,ON,ETP,
TSX,BMO Emerging Markets Bond Hedged to CAD Index ETF,ZEF,258015389.58,Canada,ON,ETP,
TSX,BMO Equal Weight REITs Index ETF,ZRE,465547788,Canada,ON,ETP,
TSX,BMO Equal Weight US Banks Hedged to CAD Index ETF,ZUB,539498410.5,Canada,ON,ETP,
TSX,BMO Equal Weight US Banks Index ETF,ZBK,834796368,Canada,ON,ETP,
TSX,BMO Equal Weight US Health Care Hedged to CAD Index ETF,ZUH,274758750,Canada,ON,ETP,
TSX,BMO Equal Weight Utilities Index ETF,ZUT,214281740,Canada,ON,ETP,
TSX,BMO Europe High Dividend Covered Call Hedged to CAD ETF,ZWE,545592125,Canada,ON,ETP,
TSX,BMO Floating Rate High Yield ETF,ZFH,498432960.96,Canada,ON,ETP,
TSX,BMO Global Banks Hedged to CAD Index ETF,BANK,8380176,Canada,ON,ETP,
TSX,BMO Global Consumer Discretionary Hedged to CAD Index ETF,DISC,14739970,Canada,ON,ETP,
TSX,BMO Global Consumer Staples Hedged to CAD Index ETF,STPL,8166608,Canada,ON,ETP,
TSX,BMO Global Infrastructure Index ETF,ZGI,321186502.98,Canada,ON,ETP,
TSX,BMO Global Insurance Hedged to CAD Index ETF,INSR,51219843,Canada,ON,ETP,
TSX,BMO High Yield US Corporate Bond Hedged to CAD Index ETF,ZHY,1128849207.8,Canada,ON,ETP,
TSX,BMO India Equity Index ETF,ZID,243550951.05,Canada,ON,ETP,
TSX,BMO International Dividend ETF,ZDI,261678060,Canada,ON,ETP,
TSX,BMO International Dividend Hedged to CAD ETF,ZDH,97127120,Canada,ON,ETP,
TSX,BMO Junior Gas Index ETF,ZJN,25295409.5,Canada,ON,ETP,
TSX,BMO Junior Gold Index ETF,ZJG,86008365.91,Canada,ON,ETP,
TSX,BMO Junior Oil Index ETF,ZJO,60061280.52,Canada,ON,ETP,
TSX,BMO Laddered Preferred Share Index ETF,ZPR,2237199254.03,Canada,ON,ETP,
TSX,BMO Long Corporate Bond Index ETF,ZLC,360566698.59,Canada,ON,ETP,
TSX,BMO Long Federal Bond Index ETF,ZFL,242361015.75,Canada,ON,ETP,
TSX,BMO Long Provincial Bond Index ETF,ZPL,512222925.5,Canada,ON,ETP,
TSX,BMO Low Volatility Canadian Equity ETF,ZLB,1031113000,Canada,ON,ETP,
TSX,BMO Low Volatility Emerging Markets Equity ETF,ZLE,115309836,Canada,ON,ETP,
TSX,BMO Low Volatility International Equity ETF,ZLI,288115137.52,Canada,ON,ETP,
TSX,BMO Low Volatility International Equity Hedged to CAD ETF,ZLD,34967790,Canada,ON,ETP,
TSX,BMO Low Volatility US Equity ETF,ZLU,801762500,Canada,ON,ETP,
TSX,BMO Low Volatility US Equity Hedged to CAD ETF,ZLH,64750320,Canada,ON,ETP,
TSX,BMO Mid Corporate Bond Index ETF,ZCM,1423195920.3,Canada,ON,ETP,
TSX,BMO Mid Federal Bond Index ETF,ZFM,472957118.13,Canada,ON,ETP,
TSX,BMO Mid Provincial Bond Index ETF,ZMP,669695238.29,Canada,ON,ETP,
TSX,BMO Mid-Term US IG Corporate Bond Hedged to CAD Index ETF,ZMU,561321148.24,Canada,ON,ETP,
TSX,BMO Mid-Term US IG Corporate Bond Index ETF,ZIC,1419025025.31,Canada,ON,ETP,
TSX,BMO Monthly Income ETF,ZMI,99678260,Canada,ON,ETP,
TSX,BMO MSCI All Country World High Quality Index ETF,ZGQ,32454800,Canada,ON,ETP,
TSX,BMO MSCI EAFE Hedged to CAD Index ETF,ZDM,563664040.2,Canada,ON,ETP,
TSX,BMO MSCI EAFE Index ETF,ZEA,1810200146.31,Canada,ON,ETP,
TSX,BMO MSCI Emerging Markets Index ETF,ZEM,250496500,Canada,ON,ETP,
TSX,BMO MSCI Europe High Quality Hedged to CAD Index ETF,ZEQ,452500920,Canada,ON,ETP,
TSX,BMO MSCI USA High Quality Index ETF,ZUQ,235768550,Canada,ON,ETP,
TSX,BMO NASDAQ 100 Equity Hedged To CAD Index ETF,ZQQ,428594628.8,Canada,ON,ETP,
TSX,BMO Real Return Bond Index ETF,ZRR,56548000,Canada,ON,ETP,
TSX,BMO S&P 500 Hedged to CAD Index ETF,ZUE,1157844812,Canada,ON,ETP,
TSX,BMO S&P 500 Index ETF,ZSP,3770451148.8,Canada,ON,ETP,
TSX,BMO S&P/TSX Capped Composite Index ETF,ZCN,2501615487.02,Canada,ON,ETP,
TSX,BMO S&P/TSX Equal Weight Banks Index ETF,ZEB,1123293003,Canada,ON,ETP,
TSX,BMO S&P/TSX Equal Weight Global Base Metals Hedged to CAD Index ETF,ZMT,60551700,Canada,ON,ETP,
TSX,BMO S&P/TSX Equal Weight Global Gold Index ETF,ZGD,23969104,Canada,ON,ETP,
TSX,BMO S&P/TSX Equal Weight Industrials Index ETF,ZIN,74249680,Canada,ON,ETP,
TSX,BMO S&P/TSX Equal Weight Oil & Gas Index ETF,ZEO,207399985,Canada,ON,ETP,
TSX,BMO Short Corporate Bond Index ETF,ZCS,1671767037.12,Canada,ON,ETP,
TSX,BMO Short Federal Bond Index ETF,ZFS,775978517.7,Canada,ON,ETP,
TSX,BMO Short Provincial Bond Index ETF,ZPS,511222142.4,Canada,ON,ETP,
TSX,BMO Short-Term US IG Corporate Bond Hedged to CAD Index ETF,ZSU,88386503.4,Canada,ON,ETP,
TSX,BMO Ultra Short-Term Bond ETF,ZST,111450510,Canada,ON,ETP,
TSX,BMO US Dividend ETF,ZDY,1190674500,Canada,ON,ETP,
TSX,BMO US Dividend Hedged to CAD ETF,ZUD,270405060,Canada,ON,ETP,
TSX,BMO US High Dividend Covered Call ETF,ZWH,656780880,Canada,ON,ETP,
TSX,BMO US Preferred Share Hedged to CAD Index ETF,ZHP,3628053,Canada,ON,ETP,
TSX,BMO US Preferred Share Index ETF,ZUP,24523500,Canada,ON,ETP,
TSX,BMO US Put Write ETF,ZPW,244366780,Canada,ON,ETP,
TSX,BMO US Put Write Hedged to CAD ETF,ZPH,29730000,Canada,ON,ETP,
TSX,BMTC Group Inc.,GBT,431201500,Canada,QC,,Consumer Discretionary
TSX,BNK Petroleum Inc.,BKX,65153001.76,USA,USA,Oil & Gas,
TSX,BNS Split Corp. II,BSC,36275050,Canada,ON,Closed-End Funds,
TSX,Boardwalk Real Estate Investment Trust,BEI.UN,2203917793.63,Canada,AB,Real Estate,Industrial/Office/Retail/Residential
TSXV,Bold Ventures Inc.,BOL,4109008.61,Canada,ON,Mining,
TSX,Bombardier Inc.,BBD.B,5944163494.27,Canada,QC,,
TSX,Bonavista Energy Corporation,BNP,783470074.64,Canada,AB,Oil & Gas,
TSX,Bonterra Energy Corp.,BNE,559621372.8,Canada,AB,Oil & Gas,
TSXV,Bonterra Resources Inc.,BTR,70377883.53,Canada,BC,Mining,
TSX,Boralex Inc.,BLX,1864041409.44,Canada,QC,Clean Technology,Renewable Energy Production and Distribution
TSXV,Border Petroleum Limited,BOR,955374.96,Canada,AB,Oil & Gas,
TSX,Boston Pizza Royalties Income Fund,BPF.UN,453799229.31,Canada,BC,,Consumer Discretionary
TSXV,Bow Energy Ltd.,ONG,12000323.92,Canada,AB,Oil & Gas,
TSX,Boyd Group Income Fund,BYD.UN,1854898393.3,Canada,MB,,
TSX,Boyuan Construction Group Inc.,BOY,19684428.925,Asia,China,,
TSXV,BQE Water Inc.,BQE,4228500.24,Canada,BC,Clean Technology,Waste Reduction and Water Management
TSX,Brampton Brick Limited,BBL.A,82100243.47,Canada,ON,,
TSX,Brand Leaders Income Fund,HBL.UN,7933863.06,Canada,ON,Closed-End Funds,
TSX,Brand Leaders Plus Income ETF,HBF,37331646.24,Canada,ON,ETP,
TSXV,Brand Marvel Worldwide Consumer Products Corporation,BMW,,Asia,China,,Consumer Staples
TSXV,Brassneck Capital Corp.,BC.P,34695,Canada,AB,CPC,
TSXV,Bravada Gold Corporation,BVA,7409946.61,Canada,BC,Mining,
TSXV,Braveheart Resources Inc.,BHT,2106942.89,Canada,ON,Mining,
TSXV,Breaking Data Corp.,BKD,33435247.72,Canada,ON,Technology,Internet Software & Services
TSX,Bri-Chem Corp.,BRY,15834097.27,Canada,AB,,Energy Services
TSXV,Briacell Therapeutics Corp.,BCT,10899998.72,Canada,BC,Life Sciences,Biotechnology
TSX,Brick Brewing Co. Limited,BRB,133859625.6,Canada,ON,,Consumer Staples
TSX,Brio Gold Inc.,BRIO,230681229.45,Canada,ON,Mining,
TSXV,Brixton Metals Corporation,BBB,16648284.5,Canada,BC,Mining,
TSXV,Broadway Gold Mining Ltd.,BRD,22175522.4,Canada,BC,Mining,
TSX,Brompton Lifeco Split Corp.,LCS,87395192.58,Canada,ON,Closed-End Funds,
TSX,Brompton Oil Split Corp.,OSP,56192780,Canada,ON,Closed-End Funds,
TSX,Brompton Split Banc Corp.,SBC,182295759.36,Canada,ON,Closed-End Funds,
TSX,Brookfield Asset Management Inc.,BAM.A,51826181758.1,Canada,ON,Financial Services,
TSX,Brookfield Business Partners L.P.,BBU.UN,1801624105.5,Other,Bermuda,Real Estate,Real Estate Operating Companies
TSX,Brookfield Global Infrastructure Securities Income Fund,BGI.UN,151262880.86,Canada,ON,Closed-End Funds,
TSX,Brookfield Infrastructure Partners L.P.,BIP.UN,14327579480.75,Other,Bermuda,,
TSXV,Brookfield Investments Corporation,BRN.PR.A,152039828,Canada,ON,Financial Services,
TSX,Brookfield Office Properties Inc.,BPO.PR.A,2126815917.13,USA,USA,Real Estate,Industrial/Office/Retail/Residential
TSX,Brookfield Property Partners L.P.,BPY.UN,7620363862.92,Other,Bermuda,Real Estate,Industrial/Office/Retail/Residential
TSX,Brookfield Property Split Corp.,BPS.PR.U,89721902.04,Canada,ON,Closed-End Funds,
TSX,Brookfield Real Estate Services Inc.,BRE,159613195.5,Canada,ON,Real Estate,Real Estate Development and Services
TSX,Brookfield Renewable Partners L.P.,BEP.UN,8295513718.9,Canada,QC,Clean Technology,Renewable Energy Production and Distribution
TSX,Brookfield Renewable Power Preferred Equity Inc.,BRF.PR.C,746800560.57,Canada,ON,Clean Technology,Renewable Energy Production and Distribution
TSX,Brookfield Select Opportunities Income Fund,BSO.UN,60515495.04,Canada,ON,Closed-End Funds,
TSX,Brookfield Soundvest Equity Fund,BSE.UN,7803802.56,Canada,ON,Closed-End Funds,
TSX,Brookfield Soundvest Split Trust,BSD.UN,21396129.3,Canada,ON,Closed-End Funds,
TSXV,Broome Capital Inc.,BCP,2695364.595,Canada,BC,Mining,
TSX,BRP Inc.,DOO,1211769991.75,Canada,QC,,Consumer Discretionary
TSXV,BRS Resources Ltd.,BRS,7492736.7,USA,USA,Oil & Gas,
TSXV,Brunswick Resources Inc.,BRU,852119.725,Canada,QC,Mining,
TSX,BSM Technologies Inc.,GPS,122846740.73,Canada,ON,Technology,Software
TSX,BTB Real Estate Investment Trust,BTB.UN,224094971.19,Canada,QC,Real Estate,Industrial/Office/Retail/Residential
TSXV,BTL Group Ltd.,BTL,61857655.86,Canada,BC,Technology,Internet Software & Services
TSXV,BTU Capital Corp.,BTU,3435900,Canada,BC,Mining,
TSXV,Buccaneer Gold Corp.,BGG,1551083.35,Canada,ON,Mining,
TSXV,Buffalo Capital Inc.,BUFF.P,630000,Canada,MB,CPC,
TSXV,Buffalo Coal Corp.,BUF,2807290.49,Africa,South Africa,Mining,
TSX,Buhler Industries Inc.,BUI,103750000,Canada,MB,,Agriculture
TSXV,Builders Capital Mortgage Corp.,BCF,15797632.5,Canada,AB,Financial Services,
TSXV,Bullion Gold Resources Corp.,BGD,1286550.2,Canada,BC,Mining,
TSXV,Bullman Minerals Inc.,BUL,4858881.39,Canada,BC,Mining,
TSX,Burcon NutraScience Corporation,BU,39718533.75,Canada,BC,Clean Technology,"Low Impact Material and Products,Agriculture"
TSXV,BWR Exploration Inc,BWR,2651517.66,Canada,ON,Mining,
TSXV,C-Com Satellite Systems Inc.,CMI,39662514,Canada,ON,Technology,Communication Technology
TSXV,Cabo Drilling Corp.,CBE,1408022.625,Canada,BC,,Mining Services
TSXV,Cache Exploration Inc.,CAY,6045347.2,Canada,BC,Mining,
TSXV,Cadillac Ventures Inc.,CDC,2883410.64,Canada,ON,Mining,
TSX,CAE Inc.,CAE,5684875103.55,Canada,QC,Technology,Software
TSXV,CaiTerra International Energy Corporation,CTI,369826.355,Canada,BC,Oil & Gas,
TSX,Caldwell Partners International Inc. (The),CWL,22853098.24,Canada,ON,,
TSX,Caldwell U.S. Dividend Advantage Fund,UDA.UN,51279650,Canada,ON,Closed-End Funds,
TSX,Caledonia Mining Corporation Plc,CAL,84987754.25,Canada,ON,Mining,
TSX,Calfrac Well Services Ltd.,CFW,462291776.7,Canada,AB,,Energy Services
TSX,Calian Group Ltd.,CGY,213359055.74,Canada,ON,Technology,IT Consulting & Services
TSXV,Calibre Mining Corp.,CXB,43773998.52,Canada,BC,Mining,
TSXV,Califfi Capital Corp.,CFI.P,1000000,Canada,BC,CPC,
TSXV,California Gold Mining Inc.,CGM,9171000.465,Canada,ON,Mining,
TSXV,California Nanotechnologies Corp.,CNO,4714544.4,USA,USA,Clean Technology,Low Impact Material and Products
TSX,Callidus Capital Corporation,CBL,766914284.57,Canada,ON,Financial Services,
TSXV,Callinex Mines Inc.,CNX,18941891.2,Canada,BC,Mining,
TSXV,Calyx Bio-Ventures Inc.,CYX,4285094.385,Canada,BC,Life Sciences,Biotechnology
TSX,Cameco Corporation,CCO,5054273187.64,Canada,SK,Mining,
TSXV,Cameo Resources Corp.,CRU,7907843.9,Canada,BC,Mining,
TSXV,Camino Minerals Corporation,COR,19816698.8,Canada,BC,Mining,
TSXV,Camrova Resources Inc.,CAV,1190745.71,Canada,BC,Mining,
TSXV,Canabo Medical Inc.,CMM,15374796.705,Canada,BC,Life Sciences,"Healthcare Facilities and Equipment,Cannabis"
TSX,Canaccord Genuity Group Inc.,CF,850509104.36,Canada,BC,Financial Services,
TSX,Canacol Energy Ltd.,CNE,785443202.79,Canada,AB,Oil & Gas,
TSXV,Canada Carbon Inc.,CCB,16857042.58,Canada,ON,Mining,
TSXV,Canada Coal Inc.,CCK,1086243.75,Canada,BC,Mining,
TSXV,Canada Energy Partners Inc.,CE,2259863.35,Canada,BC,Oil & Gas,
TSX,Canada Goose Holdings Inc.,GOOS,607239333.36,Canada,ON,,Consumer Discretionary
TSXV,Canada Jetlines Ltd.,JET,13256374.07,Canada,BC,,
TSXV,Canada Rare Earth Corp.,LL,5842904.935,Canada,BC,Mining,
TSXV,Canada Strategic Metals Inc.,CJC,11836633.29,Canada,BC,Mining,
TSXV,Canada Zinc Metals Corp.,CZX,43181581.41,Canada,BC,Mining,
TSXV,CanadaBis Capital Inc.,CANB.P,900000,Canada,AB,CPC,
TSX,Canadian 50 Advantaged Preferred Share Fund,CPF.UN,28287793.72,Canada,ON,Closed-End Funds,
TSX,Canadian Apartment Properties Real Estate Investment Trust,CAR.UN,4433380202.23,Canada,ON,Real Estate,Industrial/Office/Retail/Residential
TSXV,Canadian Arrow Mines Limited,CRO,2799951.72,Canada,ON,Mining,
TSX,Canadian Banc Corp.,BK,187961040.18,Canada,ON,Closed-End Funds,
TSX,Canadian Convertibles Plus Fund,CCI.UN,26251135.5,Canada,ON,Closed-End Funds,
TSX,Canadian Crude Oil Index ETF,CCX,18500000,Canada,AB,ETP,
TSX,Canadian General Investments Limited,CGI,517888966.38,Canada,ON,Financial Services,
TSX,Canadian High Income Equity Fund,CIQ.UN,28323079.2,Canada,ON,Closed-End Funds,
TSX,Canadian Imperial Bank Of Commerce,CM,48924027567.28,Canada,ON,Financial Services,
TSXV,Canadian International Minerals Inc.,CIN,1106248.02,Canada,BC,Mining,
TSX,Canadian Investment Grade Preferred Share Fund (P2L),RIGP.UN,45473876,Canada,ON,Closed-End Funds,
TSX,Canadian Life Companies Split Corp.,LFE,242475176.1,Canada,ON,Closed-End Funds,
TSXV,Canadian Mining Corp.,CNG,8968311.6,Canada,BC,Mining,
TSX,Canadian National Railway Company,CNR,74276210715,Canada,QC,,
TSX,Canadian Natural Gas Index ETF,GAS,8029950,Canada,AB,ETP,
TSX,Canadian Natural Resources Limited,CNQ,46326257218.65,Canada,AB,Oil & Gas,
TSXV,Canadian Oil Recovery & Remediation Enterprises Ltd.,CVR,5938301.04,Canada,ON,Clean Technology,"Waste Reduction and Water Management,Energy Services"
TSXV,Canadian Orebodies Inc.,CORE,14574481.36,Canada,ON,Mining,
TSXV,Canadian Overseas Petroleum Limited,XOP,12731393.5,Canada,AB,Oil & Gas,
TSX,Canadian Pacific Railway Limited,CP,28606784259.83,Canada,AB,,
TSXV,Canadian Platinum Corp.,CPC,3503890.725,Canada,AB,Mining,
TSX,Canadian Preferred Share Trust,PFT.UN,56130974.25,Canada,ON,Closed-End Funds,
TSX,Canadian Real Estate Investment Trust,REF.UN,3307093493.6,Canada,ON,Real Estate,Diversified
TSX,Canadian Resources Income Trust,RTU.UN,10932705.9,Canada,ON,Closed-End Funds,
TSXV,Canadian Spirit Resources Inc.,SPI,19135063.2,Canada,AB,Oil & Gas,
TSX,Canadian Tire Corporation Limited,CTC.A,10172536232.41,Canada,ON,,Consumer Discretionary
TSX,Canadian Utilities & Telecom Income Fund,UTE.UN,33975076.75,Canada,ON,Closed-End Funds,
TSX,Canadian Utilities Limited,CU,12011272723.84,Canada,AB,Utilities & Pipelines,
TSX,Canadian Western Bank,CWB,2735546972,Canada,AB,Financial Services,
TSX,Canadian World Fund Limited,CWF,38826491.4,Canada,ON,Financial Services,
TSXV,Canadian Zeolite Corp.,CNZ,16561524.1,Canada,BC,Mining,
TSX,Canadian Zinc Corporation,CZN,43908404.595,Canada,BC,Mining,
TSXV,Canaf Group Inc.,CAF,3794095.6,Canada,BC,Mining,
TSXV,Canalaska Uranium Ltd.,CVV,11074173.795,Canada,BC,Mining,
TSXV,Canamex Resources Corp.,CSQ,8591194.64,Canada,BC,Mining,
TSX,Canarc Resource Corp.,CCM,18742988.835,Canada,BC,Mining,
TSXV,Canasil Resources Inc.,CLZ,17322553.24,Canada,BC,Mining,
TSXV,Candelaria Mining Corp.,CAND,89280303.3,Canada,BC,Mining,
TSX,Candente Copper Corp.,DNT,12458981.25,Canada,BC,Mining,
TSXV,Candente Gold Corp.,CDG,3186207.69,Canada,BC,Mining,
TSXV,Canex Energy Corp.,CSC,650697,Canada,BC,Mining,
TSXV,Canex Metals Inc.,CANX,1242253.375,Canada,AB,Mining,
TSX,Canfor Corporation,CFP,2778271039.56,Canada,BC,,Forest Products & Paper
TSX,Canfor Pulp Products Inc.,CFX,780247018.4,Canada,BC,,Forest Products & Paper
TSXV,CaNickel Mining Limited,CML,5628055.35,Canada,BC,Mining,
TSX,Canlan Ice Sports Corp.,ICE,50013746.25,Canada,BC,Real Estate,Real Estate Operating Companies
TSXV,Cannabis Wheaton Income Corp.,CBW,132963578.52,Canada,BC,Financial Services,Cannabis
TSX,CanniMed Therapeutics Inc.,CMED,235777703.2,Canada,SK,Life Sciences,"Medical Marijuana,Cannabis"
TSX,Canoe EIT Income Fund,EIT.UN,1188591608,Canada,AB,Closed-End Funds,
TSXV,Canoe Mining Ventures Corp.,CLV,1981649.44,Canada,ON,Mining,
TSX,Canopy Growth Corporation,WEED,1519996358.79,Canada,ON,Life Sciences,"Medical Marijuana,Cannabis"
TSX,Canso Credit Income Fund,PBY.UN,145893242.04,Canada,ON,Closed-End Funds,
TSX,Canso Select Opportunities Fund,SCW.UN,33294479.76,Canada,ON,Closed-End Funds,
TSXV,Canstar Resources Inc.,ROX,7193096.54,Canada,ON,Mining,
TSXV,Canterra Minerals Corporation,CTM,3379837.48,Canada,BC,Mining,
TSXV,Cantex Mine Development Corp.,CD,3110786.15,Canada,BC,Mining,
TSXV,Canuc Resources Corporation,CDA,13522137.3,Canada,ON,Mining,
TSXV,Canvass Ventures Ltd.,CVS.P,816000,Canada,BC,CPC,
TSX,CanWel Building Materials Group Ltd.,CWX,416893254.15,Canada,BC,,
TSXV,Canyon Copper Corp.,CNC,592794.06,Canada,BC,Mining,
TSXV,Canyon Creek Food Company Ltd.,CYF,1230211.57,Canada,AB,,Consumer Staples
TSXV,CapGain Properties Inc.,CPP,,USA,USA,Real Estate,Industrial/Office/Retail/Residential
TSXV,Capital DGMC Inc.,FGF,384727.66,Canada,QC,Life Sciences,Healthcare Facilities and Equipment
TSX,Capital Power Corporation,CPX,3160118274.7,Canada,AB,Utilities & Pipelines,
TSX,Capstone Infrastructure Corporation,CSE.PR.A,38640000,Canada,ON,Clean Technology,Renewable Energy Production and Distribution
TSX,Capstone Mining Corp.,CS,469572094.8,Canada,BC,Mining,
TSX,Cara Operations Limited,CARA,598877074.6,Canada,ON,,Consumer Discretionary
TSXV,Cardero Resource Corp.,CDU,3287552.13,Canada,BC,Mining,
TSX,Cardinal Energy Ltd.,CJ,561856464.9,Canada,AB,Oil & Gas,
TSX,Cardinal Resources Limited,CDV,227540922.05,Australia/NZ/PNG,Australia,Mining,
TSXV,CardioComm Solutions Inc.,EKG,10977105.2,Canada,ON,Life Sciences,Healthcare Facilities and Equipment
TSX,Cardiome Pharma Corp.,COM,168581666.88,Canada,BC,Life Sciences,Pharmaceuticals
TSX,Cargojet Inc.,CJT,649880602.23,Canada,ON,,
TSX,"Caribbean Utilities Company, Ltd.",CUP.U,429561562.9,Other,Cayman Islands,Utilities & Pipelines,
TSXV,Cariboo Rose Resources Ltd.,CRB,4026913.92,Canada,BC,Mining,
TSXV,Carlaw Capital V Corp.,CVC.P,327000,Canada,ON,CPC,
TSXV,Carlin Gold Corporation,CGD,7559854.44,Canada,BC,Mining,
TSX,Carmanah Technologies Corporation,CMH,98889860.13,Canada,BC,Clean Technology,Renewable Energy Equipment Manufacturing and Tech
